Batsman,Batsman_Name,Bowler,Bowler_Name,Commentary,Detail,Dismissed,Id,Isball,Isboundary,Iswicket,Over,Runs,Timestamp
60122,KL Rahul,64151,Mohammad Saifuddin,The batsman has played that off the front foot and into the ground.,,,17,True,,,1.1,0,2019-07-02 09:37:10
3852,Rohit Sharma,1948,Mashrafe Mortaza,"On middle and leg, clipped through mid-wicket for a couple.",,,15,True,,,0.6,2,2019-07-02 09:35:12
3852,Rohit Sharma,1948,Mashrafe Mortaza,Defended off the back foot by the batsman.,,,14,True,,,0.5,0,2019-07-02 09:34:35
3852,Rohit Sharma,1948,Mashrafe Mortaza,"SIX! There he goes! Rohit is away in style. Short and outside off, Sharma swivels on the back foot and pulls it magnificently over mid-wicket!",,,13,True,1,,0.4,6,2019-07-02 09:34:09
3852,Rohit Sharma,1948,Mashrafe Mortaza,"Back of a length ball on off, Rohit goes on the back foot and punches it to covers. No swing at all.",,,12,True,,,0.3,0,2019-07-02 09:33:28
3852,Rohit Sharma,1948,Mashrafe Mortaza,"WIDE. Short and down the leg side, Rohit looks to pull but misses.",wd,,11,True,,,0.3,1,2019-07-02 09:32:55
60122,KL Rahul,1948,Mashrafe Mortaza,"Full and on middle and leg, clipped through square leg for a single.",,,10,True,,,0.2,1,2019-07-02 09:32:18
60122,KL Rahul,1948,Mashrafe Mortaza,"Around middle, pushed down the ground.",,,9,True,,,0.1,0,2019-07-02 09:31:51
63881,Mustafizur Rahman,63755,Jasprit Bumrah,"OUT! Bowled! Perfect yorker ocne again. Too good for the number 11 batsman. It is on middle and off, Mustafizur looks to put his bat down but he misses. 2 in 2 for Bumrah. He won't get a hat-trick though are Bangladesh are bowled out. INDIA WIN BY 28 RUNS AND QUALIFY FOR THE SEMI-FINALS.",W,63881,331,True,,1,47.6,0,2019-07-02 17:32:06
4371,Rubel Hossain,63755,Jasprit Bumrah,"OUT! Bowled! A fast and straight yorker on middle, Rubel looks to put the bat down but he is late and the stumps are disturbed.",W,4371,329,True,,1,47.5,0,2019-07-02 17:30:22
64151,Mohammad Saifuddin,63755,Jasprit Bumrah,"On the pads, Saifuddin flicks it down the leg side and gets a single.",,,328,True,,,47.4,1,2019-07-02 17:29:13
64151,Mohammad Saifuddin,63755,Jasprit Bumrah,"FOUR! FIFTY FOR SAIFUDDIN. Only his 2nd one in ODIs. Full on off, Saifuddin smashes it straight down the ground. Virat Kohli in the deep runs and dives to his left but cannot stop it. Good effort from the skipper though.",,,327,True,1,,47.3,4,2019-07-02 17:28:51
4371,Rubel Hossain,63755,Jasprit Bumrah,"Slower ball on a length, Rubel pulls it towards mid-wicket for a single.",,,326,True,,,47.2,1,2019-07-02 17:27:52
64151,Mohammad Saifuddin,63755,Jasprit Bumrah,"Full toss on off, Saifuddin flicks it to deep mid-wicket for a single.",,,325,True,,,47.1,1,2019-07-02 17:26:56
4371,Rubel Hossain,28994,Mohammed Shami,"Very full, almost a yorker, on middle, Hossain digs it out behind the stumps, to Dhoni.",,,324,True,,,46.6,0,2019-07-02 17:25:35
4371,Rubel Hossain,28994,Mohammed Shami,"Outside off, a swing and a miss.",,,323,True,,,46.5,0,2019-07-02 17:24:50
64151,Mohammad Saifuddin,28994,Mohammed Shami,"Better ball. Very full on middle, MS plays it to long on for a single.",,,322,True,,,46.4,1,2019-07-02 17:24:11
64151,Mohammad Saifuddin,28994,Mohammed Shami,"FOUR! 37 needed of 21 balls. Short on the body, Saifuddin pulls it towards the backward square leg fence for a boundary.",,,321,True,1,,46.3,4,2019-07-02 17:23:32
64151,Mohammad Saifuddin,28994,Mohammed Shami,WIDE! Bouncer is over the head of Saifuddin. Wide signalled by the umpire.,wd,,320,True,,,46.3,1,2019-07-02 17:22:56
4371,Rubel Hossain,28994,Mohammed Shami,"Full toss on  middle, Rubel does not take the full toll of it but just hits it to long on for a single.",,,319,True,,,46.2,1,2019-07-02 17:21:55
4371,Rubel Hossain,28994,Mohammed Shami,"Swing and miss. Full outside off, Hossain swings his bat at it but misses.",,,318,True,,,46.1,0,2019-07-02 17:21:12
4371,Rubel Hossain,63755,Jasprit Bumrah,"Full on middle, Rubel looks to hit it on the off side but gets a thick inside edge. The ball rolls to the on side and he takes one.",,,316,True,,,45.6,1,2019-07-02 17:20:25
64151,Mohammad Saifuddin,63755,Jasprit Bumrah,"On the pads, MS flicks it to the on side for a run.",,,315,True,,,45.5,1,2019-07-02 17:19:37
4371,Rubel Hossain,63755,Jasprit Bumrah,"In the air but safe. Full on off, Rubel lofts it over cover-point. Pant in the deep misjudges it and takes it on a bounce. Single taken.",,,314,True,,,45.4,1,2019-07-02 17:19:17
4371,Rubel Hossain,63755,Jasprit Bumrah,"FOUR! That is hit with venom. Good length ball on off, Rubel smashes it over the bowler's head for a boundary.",,,313,True,1,,45.3,4,2019-07-02 17:18:30
64151,Mohammad Saifuddin,63755,Jasprit Bumrah,"Low full toss on off, Saifuddin strokes it towards long off for a single.",,,312,True,,,45.2,1,2019-07-02 17:17:47
64151,Mohammad Saifuddin,63755,Jasprit Bumrah,"Dipping full toss on off, Saifuddin guides it to short third man.",,,311,True,,,45.1,0,2019-07-02 17:17:23
64151,Mohammad Saifuddin,5132,Bhuvneshwar Kumar,"On the pads, Saifuddin flicks it to the on side for a single.",,,310,True,,,44.6,1,2019-07-02 17:16:04
64151,Mohammad Saifuddin,5132,Bhuvneshwar Kumar,"FOUR! Extremely well played this. Saifuddin won't die without trying. Full on off, Saifuddin creams it wide of long off for a boundary.",,,309,True,1,,44.5,4,2019-07-02 17:15:37
64151,Mohammad Saifuddin,5132,Bhuvneshwar Kumar,"WIDE! Bowls it down the leg side, Saifuddin looks to flick but misses. Wide signalled.",wd,,308,True,,,44.5,1,2019-07-02 17:14:58
4371,Rubel Hossain,5132,Bhuvneshwar Kumar,"Full on off, Hossain looks to heave it on the off side, he gets a top edge which falls in no man's land for a single.",,,307,True,,,44.4,1,2019-07-02 17:14:19
4371,Rubel Hossain,5132,Bhuvneshwar Kumar,"Full toss on the pads, Rubel flicks it to the man at mid-wicket.",,,306,True,,,44.3,0,2019-07-02 17:13:50
1948,Mashrafe Mortaza,5132,Bhuvneshwar Kumar,"OUT! Caught! Mortaza's cameo comes to an end. Slower ball outside off, Mortaza swings his bat at it. The ball takes the outside edge and flies to the right of Dhoni. He moves swiftly to that side and takes a relatively easy catch.",W,1948,304,True,,1,44.2,0,2019-07-02 17:12:17
1948,Mashrafe Mortaza,5132,Bhuvneshwar Kumar,"IN THE AIR....SIX! Slower ball on middle, Mortaza swings his bat at it. He does not time it well. It looks like Rahul at long on will have a chance. He stretches to his left but cannot keep it inside and it goes over the ropes for a six.",,,303,True,1,,44.1,6,2019-07-02 17:11:38
64151,Mohammad Saifuddin,63755,Jasprit Bumrah,"On the pads, Saifuddin flicks it wide of mid-wicket and gets a couple. 64 needed off the last 6 overs.",,,302,True,,,43.6,2,2019-07-02 17:10:13
64151,Mohammad Saifuddin,63755,Jasprit Bumrah,"WIDE! In  a rare occurance, Bumrah misses his line and bowls it on the wrong side of the tramline. Wided by the umpire.",wd,,301,True,,,43.6,1,2019-07-02 17:09:45
1948,Mashrafe Mortaza,63755,Jasprit Bumrah,"Slower ball. It is full on middle, Mortaza plays it towards square leg and gets to the other end.",,,300,True,,,43.5,1,2019-07-02 17:08:57
64151,Mohammad Saifuddin,63755,Jasprit Bumrah,Works it down the leg side for a single.,,,299,True,,,43.4,1,2019-07-02 17:08:16
1948,Mashrafe Mortaza,63755,Jasprit Bumrah,"On the pads, Mortaza flicks it to the on side and takes a single.",,,298,True,,,43.3,1,2019-07-02 17:07:31
1948,Mashrafe Mortaza,63755,Jasprit Bumrah,Yorker on off. It is another brilliant one. Mortaza does well to get his bat down in time.,,,297,True,,,43.2,0,2019-07-02 17:06:58
61361,Sabbir Rahman,63755,Jasprit Bumrah,"OUT! Bowled! Bumrah strikes in the very first ball of his come back over. Slower one bowled at 118 kph. Sabbir did not pick it at all. He swings his bat at it but misses. The ball goes onto hit the leg pole. This might be the final nail in the coffin in this chase, Bumrah has probably crashed all hopes Bangladesh had.",W,61361,295,True,,1,43.1,0,2019-07-02 17:05:14
61361,Sabbir Rahman,5132,Bhuvneshwar Kumar,"On middle and leg, Rahman flicks it towards mid-wicket and keeps the strike.",,,293,True,,,42.6,1,2019-07-02 17:03:30
61361,Sabbir Rahman,5132,Bhuvneshwar Kumar,Another brilliantly bowled slower one. Rahman looks to run it down to third man but misses.,,,292,True,,,42.5,0,2019-07-02 17:03:01
61361,Sabbir Rahman,5132,Bhuvneshwar Kumar,"Off cutter on off, Sabbir guides it towards short third man and gets a single.",,,291,True,,,42.4,0,2019-07-02 17:02:39
61361,Sabbir Rahman,5132,Bhuvneshwar Kumar,WIDE! Once again misses his line with a slower one and bowsl it on the wrong side of the tramline.,wd,,290,True,,,42.4,1,2019-07-02 17:02:00
61361,Sabbir Rahman,5132,Bhuvneshwar Kumar,"Excellent ball this. A perfect yorker on middle, Sabbir does really well to dig it out.",,,289,True,,,42.3,0,2019-07-02 17:01:27
61361,Sabbir Rahman,5132,Bhuvneshwar Kumar,WIDE! Bowls it well outside off. It has been wided. Is pressure getting to the Indian bowlers?,wd,,288,True,,,42.3,1,2019-07-02 17:00:56
64151,Mohammad Saifuddin,5132,Bhuvneshwar Kumar,"Full toss around off, Saifuddin milks it to long on and gets a single.",,,287,True,,,42.2,1,2019-07-02 17:00:20
61361,Sabbir Rahman,5132,Bhuvneshwar Kumar,"Full on off, Sabbir lofts it over covers and to sweeper cover for one.",,,286,True,,,42.1,1,2019-07-02 16:59:37
61361,Sabbir Rahman,28994,Mohammed Shami,"Back of a length, Sabbir looks to pull but it goes off the  inside edge of his bat to the on side and gets a single. 75 needed off 42.",,,284,True,,,41.6,1,2019-07-02 16:57:50
64151,Mohammad Saifuddin,28994,Mohammed Shami,"Short again, this time Saifuddin pulls it to deep mid-wicket and gets to the other end.",,,283,True,,,41.5,1,2019-07-02 16:57:06
64151,Mohammad Saifuddin,28994,Mohammed Shami,"FOUR! Shami is bowling the wrong lengths here. It is outside off, Saifuddin pulls it through square leg for a boundary.",,,282,True,1,,41.4,4,2019-07-02 16:56:34
64151,Mohammad Saifuddin,28994,Mohammed Shami,"Good length ball on middle and leg, Saifuddin taps it back to the bowler.",,,281,True,,,41.3,0,2019-07-02 16:55:37
64151,Mohammad Saifuddin,28994,Mohammed Shami,"FOUR! Up and over! Overpitched on off, Saifuddin lofts it over mid off for a boundary. These two are slowly and steadily taking Bangladesh close here.",,,280,True,1,,41.2,4,2019-07-02 16:54:45
61361,Sabbir Rahman,28994,Mohammed Shami,"Good length ball on off and middle, Sabbir nudges it towards mid-wicket and gets a single.",,,279,True,,,41.1,1,2019-07-02 16:53:56
61361,Sabbir Rahman,9844,Yuzvendra Chahal,"Floated on off, Rahman strokes it to long off and takes one. 50-run stand comes between the two with that single.",,,277,True,,,40.6,1,2019-07-02 16:52:18
64151,Mohammad Saifuddin,9844,Yuzvendra Chahal,"On the pads, Saifuddin flicks it to the on side and gets a run.",,,276,True,,,40.5,1,2019-07-02 16:51:45
61361,Sabbir Rahman,9844,Yuzvendra Chahal,"Floated on off, Sabbir pushes it cover and gets a single.",,,275,True,,,40.4,1,2019-07-02 16:50:53
61361,Sabbir Rahman,9844,Yuzvendra Chahal,"This one keeps very low. Short outside off, turning away from the batter. Sabbir looks to cut but misses as the ball keeps really low. Rahman falls down after he swings his bat.",,,274,True,,,40.3,0,2019-07-02 16:50:30
61361,Sabbir Rahman,9844,Yuzvendra Chahal,"Shorter on off, Sabbir punches it to the man at cover.",,,273,True,,,40.2,0,2019-07-02 16:50:13
61361,Sabbir Rahman,9844,Yuzvendra Chahal,WIDE! Chahal misses his line and bowls it down the leg side. It has been wided.,wd,,272,True,,,40.2,1,2019-07-02 16:49:52
61361,Sabbir Rahman,9844,Yuzvendra Chahal,"Tossed up outside off, Rahman looks to sweep but misses.",,,271,True,,,40.1,0,2019-07-02 16:49:32
64151,Mohammad Saifuddin,63751,Hardik Pandya,"Outside off, left alone by Saifuddin.",,,269,True,,,39.6,0,2019-07-02 16:48:25
64151,Mohammad Saifuddin,63751,Hardik Pandya,Smart bowling this. Pandya sees Saifuddin come down the track so he bowls it slow on his pad. Saifuddin looks to hit but misses and gets hit on the pads.,,,268,True,,,39.5,0,2019-07-02 16:47:54
64151,Mohammad Saifuddin,63751,Hardik Pandya,"Outside off and slower, Saifuddin swings his bat at it but misses.",,,267,True,,,39.4,0,2019-07-02 16:47:27
61361,Sabbir Rahman,63751,Hardik Pandya,"On the pads, Rahman flicks it to the on side and gets a single.",,,266,True,,,39.3,1,2019-07-02 16:46:36
64151,Mohammad Saifuddin,63751,Hardik Pandya,"Follows it up with a quick single. Good length ball on off, Saifuddin defends with soft hands to the off side and takes a quick run.",,,265,True,,,39.2,1,2019-07-02 16:46:06
64151,Mohammad Saifuddin,63751,Hardik Pandya,"FOUR! Good start to the over this. 8 runs off the last two balls. Short on off, Saifuddin pulls it over mid-wicket for a boundary.",,,264,True,1,,39.1,4,2019-07-02 16:45:15
61361,Sabbir Rahman,9844,Yuzvendra Chahal,"FOUR! Good end to the over for Bangladesh. Floated on middle, Sabbir sweeps it through square leg for a boundary. 96 runs more needed.",,,262,True,1,,38.6,4,2019-07-02 16:43:22
64151,Mohammad Saifuddin,9844,Yuzvendra Chahal,"Shorter on off, Saifuddin punches it off his back foot to the off side for a single.",,,261,True,,,38.5,1,2019-07-02 16:42:49
64151,Mohammad Saifuddin,9844,Yuzvendra Chahal,"Darted on the pads, Saifuddin looks to flick but misses and gets hit on the pads.",,,260,True,,,38.4,0,2019-07-02 16:42:31
64151,Mohammad Saifuddin,9844,Yuzvendra Chahal,The batsman has played it towards mid-wicket.,,,259,True,,,38.3,0,2019-07-02 16:42:17
64151,Mohammad Saifuddin,9844,Yuzvendra Chahal,WIDE! Chahal misses his line and bowls it down the leg side. Wide signalled.,wd,,258,True,,,38.3,1,2019-07-02 16:41:59
64151,Mohammad Saifuddin,9844,Yuzvendra Chahal,"FOUR! Floated on the pads, Saifuddin looks to sweep but gets a top edge. It falls behind Bumrah at short fine leg. The ball bounces and races away from him for a boundary.",,,257,True,1,,38.2,4,2019-07-02 16:41:26
61361,Sabbir Rahman,9844,Yuzvendra Chahal,"Flighted around off, Sabbir strokes it to sweeper cover for one.",,,256,True,,,38.1,1,2019-07-02 16:40:49
64151,Mohammad Saifuddin,28994,Mohammed Shami,"FOUR! Shami has been taken to the cleaners here. Full on off, Saifuddin heaves it over mid-wicket. The ball bounces before the ropes and goes away for a boundary. 17 runs off the over.",,,255,True,1,,37.6,4,2019-07-02 16:39:36
64151,Mohammad Saifuddin,28994,Mohammed Shami,"Short ball on the pads, Saifuddin ducks under it.",,,254,True,,,37.5,0,2019-07-02 16:38:53
64151,Mohammad Saifuddin,28994,Mohammed Shami,"FOUR! Power, brute power. Back of a length ball on off, Saifuddin smacks it over the mid on fence for a boundary.",,,253,True,1,,37.4,4,2019-07-02 16:38:18
61361,Sabbir Rahman,28994,Mohammed Shami,"Length ball on off, SR guides it down to third man for a single. 200 comes up for Bangladesh with that.",,,252,True,,,37.3,1,2019-07-02 16:37:36
61361,Sabbir Rahman,28994,Mohammed Shami,"FOUR! Poor ball this. It is short and on the body, Sabbir pulls it fine down the leg side for a boundary.",,,251,True,1,,37.2,4,2019-07-02 16:36:55
61361,Sabbir Rahman,28994,Mohammed Shami,"FOUR! Sabbir comes down the track. Shami serves it short, Sabbir still manages to pull it over mid-wicket for a boundary.",,,250,True,1,,37.1,4,2019-07-02 16:36:29
64151,Mohammad Saifuddin,9844,Yuzvendra Chahal,"Floated on middle, Saifuddin blocks it.",,,248,True,,,36.6,0,2019-07-02 16:35:19
64151,Mohammad Saifuddin,9844,Yuzvendra Chahal,"On the pads, Saifuddin flicks it but finds the man at mid-wicket.",,,247,True,,,36.5,0,2019-07-02 16:34:45
64151,Mohammad Saifuddin,9844,Yuzvendra Chahal,"On the leg side, Saifuddin looks to flick but the ball kisses his thigh pad and goes to Dhoni.",,,246,True,,,36.4,0,2019-07-02 16:34:31
64151,Mohammad Saifuddin,9844,Yuzvendra Chahal,"Tossed up on the stumps, Saifuddin defends it off the back foot.",,,245,True,,,36.3,0,2019-07-02 16:33:44
64151,Mohammad Saifuddin,9844,Yuzvendra Chahal,"On the pads, Saifuddin flicks it to the man at short fine leg.",,,244,True,,,36.2,0,2019-07-02 16:33:24
61361,Sabbir Rahman,9844,Yuzvendra Chahal,"Floated on off, Rahman strokes it through covers for a single.",,,243,True,,,36.1,1,2019-07-02 16:32:50
64151,Mohammad Saifuddin,63751,Hardik Pandya,"Slower bouncer, Saifuddin ducks under it. 125 needed off 84 balls.",,,241,True,,,35.6,0,2019-07-02 16:31:18
61361,Sabbir Rahman,63751,Hardik Pandya,"Once again it short, Sabbir pulls it to the on side and takes one.",,,240,True,,,35.5,1,2019-07-02 16:30:38
61361,Sabbir Rahman,63751,Hardik Pandya,"Good length ball on off, Rahman defends it off the front foot.",,,239,True,,,35.4,0,2019-07-02 16:29:52
61361,Sabbir Rahman,63751,Hardik Pandya,"Back of a length ball on off, Rahman pulls it wide of deep square leg and gets a couple.",,,238,True,,,35.3,2,2019-07-02 16:29:16
61361,Sabbir Rahman,63751,Hardik Pandya,"Good length ball outside off, Sabbir defends it off the front foot.",,,237,True,,,35.2,0,2019-07-02 16:28:35
61361,Sabbir Rahman,63751,Hardik Pandya,"FOUR! Short on off, Sabbir pulls it wide of square leg. Bumrah runs to his left and initially stops the ball with a dive but he cannot stop it from going to the fence.",,,235,True,1,,35.1,4,2019-07-02 16:27:07
61361,Sabbir Rahman,63751,Hardik Pandya,WIDE! Bouncer goes over Sabbir's head. Wide signalled.,wd,,234,True,,,35.1,1,2019-07-02 16:26:16
61361,Sabbir Rahman,63755,Jasprit Bumrah,"Around off, Rahman punches it to sweeper cover for a single.",,,233,True,,,34.6,1,2019-07-02 16:25:15
61361,Sabbir Rahman,63755,Jasprit Bumrah,"Oh! Almost another chop on here. Good length ball outside off, Sabbir looks to run it down but gets a thick inside edge. Luckily it goes past the stumps and to the left of Dhoni. MS dives to his left and saves a certain boundary.",,,232,True,,,34.5,0,2019-07-02 16:24:47
64151,Mohammad Saifuddin,63755,Jasprit Bumrah,"Very full on middle and off, Saifuddin flicks it to the on side and gets a single.",,,231,True,,,34.4,1,2019-07-02 16:24:05
61361,Sabbir Rahman,63755,Jasprit Bumrah,"Full on middle, Sabbir strokes it wide of mid on and gets a single.",,,230,True,,,34.3,1,2019-07-02 16:23:20
61361,Sabbir Rahman,63755,Jasprit Bumrah,"Slower one outside off, Sabbir swings his bat at it but misses.",,,229,True,,,34.2,0,2019-07-02 16:22:48
61361,Sabbir Rahman,63755,Jasprit Bumrah,"On the pads, Sabbir flicks it to mid-wicket.",,,228,True,,,34.1,0,2019-07-02 16:22:21
64151,Mohammad Saifuddin,63751,Hardik Pandya,"Good length ball on off, Saifuddin gets a leading edge towards point.",,,227,True,,,33.6,0,2019-07-02 16:21:06
3782,Shakib Al Hasan,63751,Hardik Pandya,OUT! Caught! Is that the end of this chase for Bangladesh? Shakib makes room as Pandya runs in. Pandya follows him with his slower one. Shakib is early in his drive and ends up chipping it straight to Dinesh Karthik at cover. Body blow this for Bangladesh. One might feel India have served the knockout blow here. Shakib's lone fight comes to an end.,W,3782,225,True,,1,33.5,0,2019-07-02 16:19:40
3782,Shakib Al Hasan,63751,Hardik Pandya,Cross-seam bouncer. Shakib looks to pull but misses.,,,224,True,,,33.4,0,2019-07-02 16:18:41
61361,Sabbir Rahman,63751,Hardik Pandya,"On the pads, Sabbir whips it to fine leg for a single.",,,223,True,,,33.3,1,2019-07-02 16:18:02
61361,Sabbir Rahman,63751,Hardik Pandya,"Slower one on off, Sabbir defends it off the front foot.",,,222,True,,,33.2,0,2019-07-02 16:17:21
3782,Shakib Al Hasan,63751,Hardik Pandya,"Good length ball on off, Shakib runs it down to third man for one.",,,221,True,,,33.1,1,2019-07-02 16:16:26
61361,Sabbir Rahman,63755,Jasprit Bumrah,"Back of a length ball on off, Rahman looks to defend but it lobs off the upper half of his bat. Luckily it falls in no man's land.",,,220,True,,,32.6,0,2019-07-02 16:15:33
61361,Sabbir Rahman,63755,Jasprit Bumrah,"Good length ball on off, Rahman defends it to cover.",,,219,True,,,32.5,0,2019-07-02 16:14:41
61361,Sabbir Rahman,63755,Jasprit Bumrah,"Yorker on middle, Sabbir does well to get his bat down in time. Tough ball for a new batsman.",,,218,True,,,32.4,0,2019-07-02 16:14:11
61361,Sabbir Rahman,63755,Jasprit Bumrah,"FOUR! Sabbir is off the mark with a boundary. Short ball on off, Rahman guides it down the third man fence for a boundary.",,,217,True,1,,32.3,4,2019-07-02 16:13:45
57952,Mosaddek Hossain,63755,Jasprit Bumrah,"OUT! Another chop on! Bumrah gets his first. Slower one, bowled at 119 kph. Mosaddek was struggling to pick the slower ones and this time he is completely outdone by it. He looks to run it down but gets a thick inside edge onto the stumps. Bangladesh struggling here in this chase. They need someone to support Shakib Al Hasan.",W,57952,214,True,,1,32.2,0,2019-07-02 16:10:17
3782,Shakib Al Hasan,63755,Jasprit Bumrah,"On the pads, Shakib flicks it to the on side and gets a single.",,,213,True,,,32.1,1,2019-07-02 16:09:31
57952,Mosaddek Hossain,63751,Hardik Pandya,Once again an off cutter. Mosaddek looks to flat bat but it goes to Dhoni behind the stumps off the bottom edge.,,,212,True,,,31.6,0,2019-07-02 16:08:24
3782,Shakib Al Hasan,63751,Hardik Pandya,"Slower one outside off, Shakib drags it towards mid-wicket for a single.",,,211,True,,,31.5,1,2019-07-02 16:07:46
3782,Shakib Al Hasan,63751,Hardik Pandya,"Length ball on off, Shakib cuts it to point.",,,210,True,,,31.4,0,2019-07-02 16:07:08
57952,Mosaddek Hossain,63751,Hardik Pandya,Slower ball. Mosaddek is outfoxed by it and ends up chipping it over covers. The ball lands in no man's land and they get a single.,,,209,True,,,31.3,1,2019-07-02 16:06:36
3782,Shakib Al Hasan,63751,Hardik Pandya,"On the pads, Shakib turns it on the on side and gets a single.",,,208,True,,,31.2,1,2019-07-02 16:05:53
3782,Shakib Al Hasan,63751,Hardik Pandya,"Short ball on off, Shakib looks to heave but it goes back to the bowler off the inner half of his bat.",,,207,True,,,31.1,0,2019-07-02 16:05:12
57952,Mosaddek Hossain,63755,Jasprit Bumrah,"Yorker on off, Mosaddek digs it out.",,,206,True,,,30.6,0,2019-07-02 16:04:18
3782,Shakib Al Hasan,63755,Jasprit Bumrah,"Length ball around off, Shakib guides it down to thid man and takes a single.",,,205,True,,,30.5,1,2019-07-02 16:03:27
3782,Shakib Al Hasan,63755,Jasprit Bumrah,"Yorker around off, Shakib does well to get his bat down in time.",,,204,True,,,30.4,0,2019-07-02 16:02:53
3782,Shakib Al Hasan,63755,Jasprit Bumrah,"FOUR! Off the edge! Short and wide outside off, Shakib looks to cut but it goes off the outside edge for a boundary down the third man fence.",,,203,True,1,,30.3,4,2019-07-02 16:02:10
57952,Mosaddek Hossain,63755,Jasprit Bumrah,"Length ball on off, Mosaddek guides it down to third man and gets a single.",,,202,True,,,30.2,1,2019-07-02 16:01:21
57952,Mosaddek Hossain,63755,Jasprit Bumrah,"Good length ball on off, Hossain cuts it but finds point.",,,201,True,,,30.1,0,2019-07-02 16:00:49
3782,Shakib Al Hasan,63751,Hardik Pandya,"Good length ball on off, Shakib punches it to mid off.",,,199,True,,,29.6,0,2019-07-02 15:59:26
57952,Mosaddek Hossain,63751,Hardik Pandya,Mosaddek gets off the mark with a single down to third man.,,,198,True,,,29.5,1,2019-07-02 15:58:41
63206,Liton Das,63751,Hardik Pandya,"OUT! Another budding stand is broken. Hardik bangs it in short. It comes quicker than Liton expected. Also it is at an uncomfortable height, Das still goes for the pull but it comes off the upper half of his bat. It lobs up and goes to the left of mid-wicket. Dinesh Karthik takes a simple catch. Second wicket in the game for Pandya. He did not have a good day with the bat but he is proving his worth with the bat.",W,63206,196,True,,1,29.4,0,2019-07-02 15:57:02
63206,Liton Das,63751,Hardik Pandya,"On the pads, Liton flicks it to the man at mid-wicket.",,,195,True,,,29.3,0,2019-07-02 15:56:11
63206,Liton Das,63751,Hardik Pandya,"SIX! That's hammered away. Full on middle, Liton smashes it over the long on fence for a maximum. That was a meaty blow by Das.",,,194,True,1,,29.2,6,2019-07-02 15:55:49
63206,Liton Das,63751,Hardik Pandya,"Good length ball on  middle and leg. It goes with the angle, Liton looks to flick but misses. The ball hits him on his pads. There is a stifled appeal but it is turned down.",,,193,True,,,29.1,0,2019-07-02 15:55:12
3782,Shakib Al Hasan,5132,Bhuvneshwar Kumar,"Slower bouncer, Shakib pulls it over mid-wicket but does not time it well. Still manages to get a couple.",,,192,True,,,28.6,2,2019-07-02 15:53:43
3782,Shakib Al Hasan,5132,Bhuvneshwar Kumar,"Short around off, Shakib pulls it over mid-wicket for a couple.",,,191,True,,,28.5,2,2019-07-02 15:53:04
63206,Liton Das,5132,Bhuvneshwar Kumar,"On the pads, flicked to the on side for a run.",,,190,True,,,28.4,1,2019-07-02 15:52:27
3782,Shakib Al Hasan,5132,Bhuvneshwar Kumar,Punched to the off side for a single.,,,189,True,,,28.3,1,2019-07-02 15:52:10
3782,Shakib Al Hasan,5132,Bhuvneshwar Kumar,"On the pads, Shakib flicks it towards square leg. Shakib runs the first one hard and goes for the second. Hardik  gets to the ball and sends a good throw at the keeper's end. Virat Kohli dislodges the bails as Shakib puts in a dive. He looks confident. The umpire takes it upstairs and replays show Shakib's dive saved him.",,,188,True,,,28.2,2,2019-07-02 15:51:26
63206,Liton Das,5132,Bhuvneshwar Kumar,The batsman has played it towards mid-wicket. They pick up a single.,,,186,True,,,28.1,1,2019-07-02 15:49:39
3782,Shakib Al Hasan,63751,Hardik Pandya,"50 for Shakib. His 46th in ODIs. Once again it is a big game and the big man has delivered. Length ball on off, Shakib punches it through point and gets a couple to bring up his 50. Shakib knows the job is not done here as he holds the key in this chase.",,,185,True,,,27.6,2,2019-07-02 15:48:46
3782,Shakib Al Hasan,63751,Hardik Pandya,"FOUR! Moves to 48. Good length ball around off, Shakib punches it through covers and scores a magnificent boundary. The fielder at short cover gets it on a bad bounce which makes it difficult for him to stop.",,,184,True,1,,27.5,4,2019-07-02 15:48:19
63206,Liton Das,63751,Hardik Pandya,"Good length ball on off, Das punches it wide of mid on and gets a single.",,,183,True,,,27.4,1,2019-07-02 15:47:16
3782,Shakib Al Hasan,63751,Hardik Pandya,"Shorter on off, Shakib pulls it wide of mid-wicket and takes one. Liton wants the second and he comes out for it. Shakib though sends him back. The fielder sends a good throw at the keeper's end. Liton puts in a dive which saves him as Dhoni takes the bails off. The square leg umpire still takes it upstairs. The TV umpire has one look and signals Not Out on the giant screen.",,,182,True,,,27.3,1,2019-07-02 15:46:23
3782,Shakib Al Hasan,63751,Hardik Pandya,The batsman has driven it straight down the ground.,,,180,True,,,27.2,0,2019-07-02 15:44:54
3782,Shakib Al Hasan,63751,Hardik Pandya,"On the pads, Shakib looks to flick but gets hit on the pads.",,,179,True,,,27.1,0,2019-07-02 15:44:34
63206,Liton Das,5132,Bhuvneshwar Kumar,"Outside off, Das looks to drive but misses.",,,177,True,,,26.6,0,2019-07-02 15:43:09
63206,Liton Das,5132,Bhuvneshwar Kumar,This time cuts it through point and gets a couple.,,,176,True,,,26.5,2,2019-07-02 15:42:50
63206,Liton Das,5132,Bhuvneshwar Kumar,"Around off, Das strokes it to the man at point.",,,175,True,,,26.4,0,2019-07-02 15:42:19
