Date,Time,CO(GT),PT08.S1(CO),NMHC(GT)
02/10/2004,20.00.00,-200,1432,-200
02/10/2004,21.00.00,-200,1193,-200
02/10/2004,22.00.00,-200,1188,-200
02/10/2004,23.00.00,-200,1162,-200
03/10/2004,00.00.00,-200,1106,-200
03/10/2004,01.00.00,-200,1037,-200
03/10/2004,02.00.00,-200,982,-200
03/10/2004,03.00.00,-200,944,-200
03/10/2004,04.00.00,-200,929,-200
03/10/2004,05.00.00,-200,906,-200
03/10/2004,06.00.00,-200,907,-200
03/10/2004,07.00.00,-200,1013,-200
03/10/2004,08.00.00,-200,1055,-200
03/10/2004,09.00.00,-200,1138,-200
03/10/2004,10.00.00,-200,1250,-200
03/10/2004,11.00.00,-200,1165,-200
03/10/2004,12.00.00,-200,1229,-200
03/10/2004,13.00.00,-200,1168,-200
03/10/2004,14.00.00,-200,1092,-200
03/10/2004,15.00.00,-200,1109,-200
03/10/2004,16.00.00,-200,1133,-200
03/10/2004,17.00.00,-200,1192,-200
03/10/2004,18.00.00,-200,1298,-200
03/10/2004,19.00.00,-200,1524,-200
03/10/2004,20.00.00,-200,1540,-200
03/10/2004,21.00.00,-200,1190,-200
03/10/2004,22.00.00,-200,1092,-200
03/10/2004,23.00.00,-200,1079,-200
04/10/2004,00.00.00,-200,995,-200
04/10/2004,01.00.00,-200,960,-200
04/10/2004,02.00.00,-200,890,-200
04/10/2004,03.00.00,-200,860,-200
04/10/2004,04.00.00,-200,860,-200
04/10/2004,05.00.00,-200,883,-200
04/10/2004,06.00.00,-200,929,-200
04/10/2004,07.00.00,-200,1100,-200
04/10/2004,08.00.00,-200,1257,-200
04/10/2004,09.00.00,-200,1402,-200
04/10/2004,10.00.00,-200,1376,-200
04/10/2004,11.00.00,-200,1374,-200
04/10/2004,12.00.00,-200,1381,-200
04/10/2004,13.00.00,-200,1282,-200
04/10/2004,14.00.00,-200,1188,-200
04/10/2004,15.00.00,-200,1227,-200
04/10/2004,16.00.00,-200,1364,-200
04/10/2004,17.00.00,-200,1531,-200
04/10/2004,18.00.00,-200,1694,-200
04/10/2004,19.00.00,-200,1723,-200
04/10/2004,20.00.00,-200,1356,-200
04/10/2004,21.00.00,-200,1084,-200
04/10/2004,22.00.00,-200,1039,-200
04/10/2004,23.00.00,-200,1011,-200
05/10/2004,00.00.00,-200,968,-200
05/10/2004,01.00.00,-200,867,-200
05/10/2004,02.00.00,-200,820,-200
05/10/2004,03.00.00,-200,826,-200
05/10/2004,04.00.00,-200,835,-200
05/10/2004,05.00.00,-200,887,-200
05/10/2004,06.00.00,-200,990,-200
05/10/2004,07.00.00,-200,1511,-200
05/10/2004,08.00.00,-200,1352,-200
05/10/2004,09.00.00,-200,1337,-200
05/10/2004,10.00.00,-200,1435,-200
05/10/2004,11.00.00,-200,1377,-200
05/10/2004,12.00.00,-200,1562,-200
05/10/2004,13.00.00,-200,1358,-200
05/10/2004,14.00.00,-200,1301,-200
05/10/2004,15.00.00,-200,1255,-200
05/10/2004,16.00.00,-200,1410,-200
05/10/2004,17.00.00,-200,1578,-200
05/10/2004,18.00.00,-200,1700,-200
05/10/2004,19.00.00,-200,1778,-200
05/10/2004,20.00.00,-200,1539,-200
05/10/2004,21.00.00,-200,1409,-200
05/10/2004,22.00.00,-200,1231,-200
05/10/2004,23.00.00,-200,1092,-200
06/10/2004,00.00.00,-200,1036,-200
06/10/2004,01.00.00,-200,984,-200
06/10/2004,02.00.00,-200,950,-200
06/10/2004,03.00.00,-200,889,-200
06/10/2004,04.00.00,-200,865,-200
06/10/2004,05.00.00,-200,917,-200
06/10/2004,06.00.00,-200,997,-200
06/10/2004,07.00.00,-200,1433,-200
06/10/2004,08.00.00,-200,1516,-200
06/10/2004,09.00.00,-200,1528,-200
06/10/2004,10.00.00,-200,1347,-200
06/10/2004,11.00.00,-200,1392,-200
06/10/2004,12.00.00,-200,1359,-200
06/10/2004,13.00.00,-200,1391,-200
06/10/2004,14.00.00,-200,1335,-200
06/10/2004,15.00.00,-200,1402,-200
06/10/2004,16.00.00,-200,1406,-200
06/10/2004,17.00.00,-200,1527,-200
06/10/2004,18.00.00,-200,1559,-200
06/10/2004,19.00.00,-200,1840,-200
06/10/2004,20.00.00,-200,1666,-200
06/10/2004,21.00.00,-200,1336,-200
06/10/2004,22.00.00,-200,1189,-200
06/10/2004,23.00.00,-200,1226,-200
07/10/2004,00.00.00,-200,1171,-200
07/10/2004,01.00.00,-200,1002,-200
07/10/2004,02.00.00,-200,950,-200
07/10/2004,03.00.00,-200,930,-200
07/10/2004,04.00.00,-200,924,-200
07/10/2004,05.00.00,-200,994,-200
07/10/2004,06.00.00,-200,1089,-200
07/10/2004,07.00.00,-200,1468,-200
07/10/2004,08.00.00,-200,1696,-200
07/10/2004,09.00.00,-200,1479,-200
07/10/2004,10.00.00,-200,1425,-200
07/10/2004,11.00.00,-200,1279,-200
07/10/2004,12.00.00,-200,1319,-200
07/10/2004,13.00.00,-200,1329,-200
07/10/2004,14.00.00,-200,1327,-200
07/10/2004,15.00.00,-200,1282,-200
07/10/2004,16.00.00,2,9,1342
07/10/2004,17.00.00,5,4,1623
07/10/2004,18.00.00,5,3,1576
07/10/2004,19.00.00,6,7,1747
07/10/2004,20.00.00,7,1757,-200
07/10/2004,21.00.00,2,8,1331
07/10/2004,22.00.00,1,7,1182
07/10/2004,23.00.00,1,7,1162
08/10/2004,00.00.00,1,7,1147
08/10/2004,01.00.00,1,2,1040
08/10/2004,02.00.00,0,7,920
08/10/2004,03.00.00,0,7,931
08/10/2004,04.00.00,0,8,954
08/10/2004,05.00.00,0,9,981
08/10/2004,06.00.00,1,7,1147
08/10/2004,07.00.00,5,7,1606
08/10/2004,08.00.00,4,3,1490
08/10/2004,09.00.00,3,9,1473
08/10/2004,10.00.00,5,1,1582
08/10/2004,11.00.00,3,7,1468
08/10/2004,12.00.00,3,3,1413
08/10/2004,13.00.00,3,6,1400
08/10/2004,14.00.00,3,2,1361
08/10/2004,15.00.00,3,5,1389
08/10/2004,16.00.00,2,4,1305
08/10/2004,17.00.00,2,9,1354
08/10/2004,18.00.00,2,3,1352
08/10/2004,19.00.00,3,1,1472
08/10/2004,20.00.00,2,9,1412
08/10/2004,21.00.00,1,5,1221
08/10/2004,22.00.00,1,5,1230
08/10/2004,23.00.00,1,7,1247
09/10/2004,00.00.00,1,6,1217
09/10/2004,01.00.00,1,3,1158
09/10/2004,02.00.00,1,4,1150
09/10/2004,03.00.00,0,9,1061
09/10/2004,04.00.00,0,9,1062
09/10/2004,05.00.00,1,3,1157
09/10/2004,06.00.00,1,3,1167
09/10/2004,07.00.00,2,9,1403
09/10/2004,08.00.00,3,2,1453
09/10/2004,09.00.00,3,4,1455
09/10/2004,10.00.00,3,6,1512
09/10/2004,11.00.00,2,3,1331
09/10/2004,12.00.00,3,1,1472
09/10/2004,13.00.00,3,3,1430
09/10/2004,14.00.00,1,9,1264
09/10/2004,15.00.00,2,6,1378
09/10/2004,16.00.00,2,7,1377
09/10/2004,17.00.00,3,7,1527
09/10/2004,18.00.00,3,8,1573
09/10/2004,19.00.00,4,8,1674
09/10/2004,20.00.00,3,5,1455
09/10/2004,21.00.00,2,2,1242
09/10/2004,22.00.00,1,5,1181
09/10/2004,23.00.00,3,4,1468
10/10/2004,00.00.00,3,7,1520
10/10/2004,01.00.00,2,1203,-200
10/10/2004,02.00.00,1,4,1096
10/10/2004,03.00.00,1,1,991
10/10/2004,04.00.00,-200,941,-200
10/10/2004,05.00.00,0,7,952
10/10/2004,06.00.00,1,2,1082
10/10/2004,07.00.00,1,3,1095
10/10/2004,08.00.00,1,1,1049
10/10/2004,09.00.00,1,1055,-200
10/10/2004,10.00.00,1,2,1074
10/10/2004,11.00.00,1,9,1229
10/10/2004,12.00.00,2,3,1228
10/10/2004,13.00.00,1,6,1107
10/10/2004,14.00.00,1,3,1031
10/10/2004,15.00.00,1,8,1155
10/10/2004,16.00.00,1,7,1131
10/10/2004,17.00.00,1,8,1143
10/10/2004,18.00.00,2,1145,-200
10/10/2004,19.00.00,2,2,1169
10/10/2004,20.00.00,1,6,1105
10/10/2004,21.00.00,1,3,1049
10/10/2004,22.00.00,1,5,1069
10/10/2004,23.00.00,1,5,1073
11/10/2004,00.00.00,1,3,1039
11/10/2004,01.00.00,1,4,1021
11/10/2004,02.00.00,0,5,825
11/10/2004,03.00.00,0,4,828
11/10/2004,04.00.00,0,4,847
11/10/2004,05.00.00,0,6,903
11/10/2004,06.00.00,1,1,1041
11/10/2004,07.00.00,2,9,1314
11/10/2004,08.00.00,3,5,1326
11/10/2004,09.00.00,4,6,1464
11/10/2004,10.00.00,3,4,1313
11/10/2004,11.00.00,2,3,1202
11/10/2004,12.00.00,2,7,1225
11/10/2004,13.00.00,3,1,1257
11/10/2004,14.00.00,3,2,1271
11/10/2004,15.00.00,2,5,1179
11/10/2004,16.00.00,3,4,1278
11/10/2004,17.00.00,4,8,1435
11/10/2004,18.00.00,4,5,1326
11/10/2004,19.00.00,4,1324,-200
11/10/2004,20.00.00,3,2,1206
11/10/2004,21.00.00,1,9,1052
11/10/2004,22.00.00,1,9,1057
11/10/2004,23.00.00,1,3,952
12/10/2004,00.00.00,1,1,911
12/10/2004,01.00.00,1,898,-200
12/10/2004,02.00.00,0,5,809
12/10/2004,03.00.00,0,6,823
12/10/2004,04.00.00,0,5,814
12/10/2004,05.00.00,0,8,857
12/10/2004,06.00.00,1,2,935
12/10/2004,07.00.00,2,7,1159
12/10/2004,08.00.00,3,1102,-200
12/10/2004,09.00.00,-200,979,-200
12/10/2004,10.00.00,-200,998,-200
12/10/2004,11.00.00,-200,962,-200
12/10/2004,12.00.00,-200,985,-200
12/10/2004,13.00.00,-200,1043,-200
12/10/2004,14.00.00,-200,929,-200
12/10/2004,15.00.00,-200,946,-200
12/10/2004,16.00.00,-200,955,-200
12/10/2004,17.00.00,-200,1004,-200
12/10/2004,18.00.00,-200,1037,-200
12/10/2004,19.00.00,-200,1066,-200
12/10/2004,20.00.00,-200,890,-200
12/10/2004,21.00.00,-200,843,-200
12/10/2004,22.00.00,-200,834,-200
12/10/2004,23.00.00,-200,809,-200
13/10/2004,00.00.00,-200,786,-200
13/10/2004,01.00.00,-200,747,-200
13/10/2004,02.00.00,-200,723,-200
13/10/2004,03.00.00,-200,704,-200
13/10/2004,04.00.00,-200,709,-200
13/10/2004,05.00.00,-200,726,-200
13/10/2004,06.00.00,-200,798,-200
13/10/2004,07.00.00,-200,925,-200
13/10/2004,08.00.00,-200,906,-200
13/10/2004,09.00.00,1,5,896
13/10/2004,10.00.00,1,2,882
13/10/2004,11.00.00,-200,948,-200
13/10/2004,12.00.00,-200,945,-200
13/10/2004,13.00.00,-200,942,-200
13/10/2004,14.00.00,-200,943,-200
13/10/2004,15.00.00,-200,894,-200
13/10/2004,16.00.00,-200,984,-200
13/10/2004,17.00.00,-200,1044,-200
13/10/2004,18.00.00,-200,981,-200
13/10/2004,19.00.00,-200,1021,-200
13/10/2004,20.00.00,-200,943,-200
13/10/2004,21.00.00,-200,863,-200
13/10/2004,22.00.00,-200,847,-200
13/10/2004,23.00.00,-200,859,-200
14/10/2004,00.00.00,-200,861,-200
14/10/2004,01.00.00,-200,786,-200
14/10/2004,02.00.00,-200,740,-200
14/10/2004,03.00.00,-200,730,-200
14/10/2004,04.00.00,-200,728,-200
14/10/2004,05.00.00,-200,755,-200
14/10/2004,06.00.00,-200,854,-200
14/10/2004,07.00.00,-200,1079,-200
14/10/2004,08.00.00,-200,1097,-200
14/10/2004,09.00.00,-200,1024,-200
14/10/2004,10.00.00,-200,990,-200
14/10/2004,11.00.00,-200,1013,-200
14/10/2004,12.00.00,-200,1051,-200
14/10/2004,13.00.00,-200,1052,-200
14/10/2004,14.00.00,-200,1141,-200
14/10/2004,15.00.00,-200,1130,-200
14/10/2004,16.00.00,-200,1099,-200
14/10/2004,17.00.00,-200,1182,-200
14/10/2004,18.00.00,-200,1211,-200
14/10/2004,19.00.00,-200,1340,-200
14/10/2004,20.00.00,-200,1299,-200
14/10/2004,21.00.00,-200,1046,-200
14/10/2004,22.00.00,-200,949,-200
14/10/2004,23.00.00,-200,966,-200
15/10/2004,00.00.00,-200,1062,-200
15/10/2004,01.00.00,-200,934,-200
15/10/2004,02.00.00,-200,862,-200
15/10/2004,03.00.00,-200,823,-200
15/10/2004,04.00.00,-200,839,-200
15/10/2004,05.00.00,-200,879,-200
15/10/2004,06.00.00,-200,1095,-200
15/10/2004,07.00.00,-200,1359,-200
15/10/2004,08.00.00,-200,1354,-200
15/10/2004,09.00.00,-200,1420,-200
15/10/2004,10.00.00,-200,1265,-200
15/10/2004,11.00.00,-200,1146,-200
15/10/2004,12.00.00,-200,1150,-200
15/10/2004,13.00.00,-200,1282,-200
15/10/2004,14.00.00,-200,1067,-200
15/10/2004,15.00.00,-200,1185,-200
15/10/2004,16.00.00,-200,1312,-200
15/10/2004,17.00.00,-200,1319,-200
15/10/2004,18.00.00,-200,1255,-200
15/10/2004,19.00.00,-200,1123,-200
15/10/2004,20.00.00,-200,1126,-200
15/10/2004,21.00.00,-200,924,-200
15/10/2004,22.00.00,-200,982,-200
15/10/2004,23.00.00,-200,936,-200
16/10/2004,00.00.00,-200,1069,-200
16/10/2004,01.00.00,-200,967,-200
16/10/2004,02.00.00,-200,869,-200
16/10/2004,03.00.00,-200,916,-200
16/10/2004,04.00.00,-200,886,-200
16/10/2004,05.00.00,-200,926,-200
16/10/2004,06.00.00,-200,971,-200
16/10/2004,07.00.00,-200,1029,-200
16/10/2004,08.00.00,-200,1124,-200
16/10/2004,09.00.00,-200,1063,-200
16/10/2004,10.00.00,-200,1028,-200
16/10/2004,11.00.00,-200,944,-200
16/10/2004,12.00.00,-200,913,-200
16/10/2004,13.00.00,-200,966,-200
16/10/2004,14.00.00,-200,833,-200
16/10/2004,15.00.00,-200,891,-200
16/10/2004,16.00.00,-200,995,-200
16/10/2004,17.00.00,-200,1038,-200
16/10/2004,18.00.00,-200,1146,-200
16/10/2004,19.00.00,-200,1059,-200
16/10/2004,20.00.00,-200,1065,-200
16/10/2004,21.00.00,-200,1013,-200
16/10/2004,22.00.00,-200,942,-200
16/10/2004,23.00.00,-200,925,-200
17/10/2004,00.00.00,-200,871,-200
17/10/2004,01.00.00,-200,864,-200
17/10/2004,02.00.00,-200,929,-200
17/10/2004,03.00.00,-200,912,-200
17/10/2004,04.00.00,-200,817,-200
17/10/2004,05.00.00,-200,786,-200
17/10/2004,06.00.00,-200,827,-200
17/10/2004,07.00.00,-200,789,-200
17/10/2004,08.00.00,-200,875,-200
17/10/2004,09.00.00,-200,959,-200
17/10/2004,10.00.00,-200,969,-200
17/10/2004,11.00.00,-200,947,-200
17/10/2004,12.00.00,-200,960,-200
17/10/2004,13.00.00,-200,1017,-200
17/10/2004,14.00.00,-200,979,-200
17/10/2004,15.00.00,-200,843,-200
17/10/2004,16.00.00,-200,877,-200
17/10/2004,17.00.00,-200,1053,-200
17/10/2004,18.00.00,-200,1047,-200
17/10/2004,19.00.00,-200,1105,-200
17/10/2004,20.00.00,-200,1008,-200
17/10/2004,21.00.00,-200,975,-200
17/10/2004,22.00.00,-200,954,-200
17/10/2004,23.00.00,-200,987,-200
18/10/2004,00.00.00,-200,880,-200
18/10/2004,01.00.00,-200,856,-200
18/10/2004,02.00.00,-200,788,-200
18/10/2004,03.00.00,-200,760,-200
18/10/2004,04.00.00,-200,777,-200
18/10/2004,05.00.00,-200,825,-200
18/10/2004,06.00.00,-200,1011,-200
18/10/2004,07.00.00,-200,1237,-200
18/10/2004,08.00.00,-200,1298,-200
18/10/2004,09.00.00,-200,1153,-200
18/10/2004,10.00.00,-200,1101,-200
18/10/2004,11.00.00,-200,1215,-200
18/10/2004,12.00.00,-200,1163,-200
18/10/2004,13.00.00,-200,1285,-200
18/10/2004,14.00.00,-200,1288,-200
18/10/2004,15.00.00,-200,1362,-200
18/10/2004,16.00.00,-200,1405,-200
18/10/2004,17.00.00,-200,1610,-200
18/10/2004,18.00.00,-200,1612,-200
18/10/2004,19.00.00,-200,1520,-200
18/10/2004,20.00.00,-200,1489,-200
18/10/2004,21.00.00,-200,1181,-200
18/10/2004,22.00.00,-200,995,-200
18/10/2004,23.00.00,-200,998,-200
19/10/2004,00.00.00,-200,984,-200
19/10/2004,01.00.00,-200,1022,-200
19/10/2004,02.00.00,-200,951,-200
19/10/2004,03.00.00,-200,910,-200
19/10/2004,04.00.00,-200,932,-200
19/10/2004,05.00.00,-200,974,-200
19/10/2004,06.00.00,-200,1117,-200
19/10/2004,07.00.00,-200,1367,-200
19/10/2004,08.00.00,-200,1583,-200
19/10/2004,09.00.00,-200,1526,-200
19/10/2004,10.00.00,-200,1399,-200
19/10/2004,11.00.00,-200,1436,-200
19/10/2004,12.00.00,-200,1455,-200
19/10/2004,13.00.00,-200,1311,-200
19/10/2004,14.00.00,-200,1174,-200
19/10/2004,15.00.00,-200,1242,-200
19/10/2004,16.00.00,-200,1267,-200
19/10/2004,17.00.00,-200,1401,-200
19/10/2004,18.00.00,-200,1428,-200
19/10/2004,19.00.00,-200,1478,-200
19/10/2004,20.00.00,-200,1518,-200
19/10/2004,21.00.00,-200,1468,-200
19/10/2004,22.00.00,-200,1369,-200
19/10/2004,23.00.00,-200,1244,-200
20/10/2004,00.00.00,-200,1217,-200
20/10/2004,01.00.00,-200,1103,-200
20/10/2004,02.00.00,-200,1118,-200
20/10/2004,03.00.00,-200,1087,-200
20/10/2004,04.00.00,-200,1069,-200
20/10/2004,05.00.00,-200,1112,-200
20/10/2004,06.00.00,-200,1196,-200
20/10/2004,07.00.00,-200,1522,-200
20/10/2004,08.00.00,-200,1715,-200
20/10/2004,09.00.00,-200,1582,-200
20/10/2004,10.00.00,-200,1494,-200
20/10/2004,11.00.00,-200,1631,-200
20/10/2004,12.00.00,-200,1650,-200
20/10/2004,13.00.00,-200,1640,-200
20/10/2004,14.00.00,-200,1589,-200
20/10/2004,15.00.00,-200,1538,-200
20/10/2004,16.00.00,4,7,1597
20/10/2004,17.00.00,8,1884,-200
20/10/2004,18.00.00,7,7,1835
20/10/2004,19.00.00,6,8,1759
20/10/2004,20.00.00,6,1666,-200
20/10/2004,21.00.00,4,7,1506
20/10/2004,22.00.00,3,4,1378
20/10/2004,23.00.00,3,9,1448
21/10/2004,00.00.00,4,4,1481
21/10/2004,01.00.00,3,3,1289
21/10/2004,02.00.00,2,1109,-200
21/10/2004,03.00.00,1,5,994
21/10/2004,04.00.00,-200,1015,-200
21/10/2004,05.00.00,0,8,966
21/10/2004,06.00.00,1,3,1088
21/10/2004,07.00.00,2,7,1303
21/10/2004,08.00.00,3,6,1440
21/10/2004,09.00.00,3,6,1392
21/10/2004,10.00.00,2,6,1248
21/10/2004,11.00.00,2,1197,-200
21/10/2004,12.00.00,3,3,1357
21/10/2004,13.00.00,2,6,1263
21/10/2004,14.00.00,2,1,1261
21/10/2004,15.00.00,2,9,1382
21/10/2004,16.00.00,3,1400,-200
21/10/2004,17.00.00,3,2,1443
21/10/2004,18.00.00,4,4,1630
21/10/2004,19.00.00,6,1720,-200
21/10/2004,20.00.00,5,1600,-200
21/10/2004,21.00.00,4,3,1525
21/10/2004,22.00.00,4,3,1544
21/10/2004,23.00.00,4,2,1455
22/10/2004,00.00.00,2,2,1203
22/10/2004,01.00.00,1,3,1038
22/10/2004,02.00.00,1,975,-200
22/10/2004,03.00.00,0,7,917
22/10/2004,04.00.00,-200,930,-200
22/10/2004,05.00.00,0,9,960
22/10/2004,06.00.00,1,982,-200
22/10/2004,07.00.00,2,8,1359
22/10/2004,08.00.00,4,1,1500
22/10/2004,09.00.00,2,9,1315
22/10/2004,10.00.00,2,7,1307
22/10/2004,11.00.00,2,1,1235
22/10/2004,12.00.00,2,4,1310
22/10/2004,13.00.00,3,8,1459
22/10/2004,14.00.00,3,7,1461
22/10/2004,15.00.00,3,7,1476
22/10/2004,16.00.00,5,5,1612
22/10/2004,17.00.00,5,4,1654
22/10/2004,18.00.00,8,4,1808
22/10/2004,19.00.00,6,8,1681
22/10/2004,20.00.00,4,5,1494
22/10/2004,21.00.00,2,5,1251
22/10/2004,22.00.00,1,6,1132
22/10/2004,23.00.00,1,7,1158
23/10/2004,00.00.00,1,7,1146
23/10/2004,01.00.00,1,1,993
23/10/2004,02.00.00,1,989,-200
23/10/2004,03.00.00,0,8,943
23/10/2004,04.00.00,-200,910,-200
23/10/2004,05.00.00,0,7,925
23/10/2004,06.00.00,1,2,1039
23/10/2004,07.00.00,2,3,1208
23/10/2004,08.00.00,3,1268,-200
23/10/2004,09.00.00,3,3,1353
23/10/2004,10.00.00,2,8,1317
23/10/2004,11.00.00,3,1356,-200
23/10/2004,12.00.00,3,4,1414
23/10/2004,13.00.00,3,1326,-200
23/10/2004,14.00.00,2,3,1211
23/10/2004,15.00.00,3,1,1324
23/10/2004,16.00.00,3,1324,-200
23/10/2004,17.00.00,3,3,1361
23/10/2004,18.00.00,4,1475,-200
23/10/2004,19.00.00,4,6,1537
23/10/2004,20.00.00,4,1,1413
23/10/2004,21.00.00,2,3,1229
23/10/2004,22.00.00,2,6,1297
23/10/2004,23.00.00,2,6,1302
24/10/2004,00.00.00,2,9,1347
24/10/2004,01.00.00,2,1,1165
24/10/2004,02.00.00,2,1,1155
24/10/2004,03.00.00,1,5,1050
24/10/2004,04.00.00,-200,1035,-200
24/10/2004,05.00.00,1,4,1057
24/10/2004,06.00.00,1,2,1029
24/10/2004,07.00.00,1,5,1037
24/10/2004,08.00.00,0,9,920
24/10/2004,09.00.00,1,4,1080
24/10/2004,10.00.00,2,1,1152
24/10/2004,11.00.00,1,6,1085
24/10/2004,12.00.00,1,5,1071
24/10/2004,13.00.00,1,1,1000
24/10/2004,14.00.00,1,4,1058
24/10/2004,15.00.00,2,1184,-200
24/10/2004,16.00.00,2,1189,-200
24/10/2004,17.00.00,2,5,1277
24/10/2004,18.00.00,4,3,1482
24/10/2004,19.00.00,5,2,1555
24/10/2004,20.00.00,3,4,1324
24/10/2004,21.00.00,1,3,1015
24/10/2004,22.00.00,1,2,1010
24/10/2004,23.00.00,1,7,1081
25/10/2004,00.00.00,1,7,1071
25/10/2004,01.00.00,1,4,1014
25/10/2004,02.00.00,0,9,891
25/10/2004,03.00.00,0,7,874
25/10/2004,04.00.00,-200,882,-200
25/10/2004,05.00.00,0,9,940
25/10/2004,06.00.00,1,2,1020
25/10/2004,07.00.00,3,2,1316
25/10/2004,08.00.00,4,4,1423
25/10/2004,09.00.00,3,5,1314
25/10/2004,10.00.00,3,2,1317
25/10/2004,11.00.00,3,1305,-200
25/10/2004,12.00.00,3,5,1351
25/10/2004,13.00.00,4,1438,-200
25/10/2004,14.00.00,3,8,1454
25/10/2004,15.00.00,4,2,1512
25/10/2004,16.00.00,5,1584,-200
25/10/2004,17.00.00,7,9,1816
25/10/2004,18.00.00,8,4,1824
25/10/2004,19.00.00,8,1744,-200
25/10/2004,20.00.00,6,4,1588
25/10/2004,21.00.00,3,5,1319
25/10/2004,22.00.00,3,5,1313
25/10/2004,23.00.00,1,9,1073
26/10/2004,00.00.00,2,2,1119
26/10/2004,01.00.00,1,6,989
26/10/2004,02.00.00,1,912,-200
26/10/2004,03.00.00,1,904,-200
26/10/2004,04.00.00,-200,851,-200
26/10/2004,05.00.00,0,9,902
26/10/2004,06.00.00,1,4,981
26/10/2004,07.00.00,3,1267,-200
26/10/2004,08.00.00,4,5,1392
26/10/2004,09.00.00,3,8,1308
26/10/2004,10.00.00,3,4,1313
26/10/2004,11.00.00,3,5,1350
26/10/2004,12.00.00,4,4,1477
26/10/2004,13.00.00,4,1409,-200
26/10/2004,14.00.00,4,5,1495
26/10/2004,15.00.00,5,3,1606
26/10/2004,16.00.00,5,8,1669
26/10/2004,17.00.00,8,4,1822
26/10/2004,18.00.00,9,5,1908
26/10/2004,19.00.00,6,2,1664
26/10/2004,20.00.00,5,1465,-200
26/10/2004,21.00.00,2,1,1076
26/10/2004,22.00.00,1,4,1055
26/10/2004,23.00.00,1,6,1075
27/10/2004,00.00.00,2,1135,-200
27/10/2004,01.00.00,1,2,998
27/10/2004,02.00.00,0,8,953
27/10/2004,03.00.00,0,6,926
27/10/2004,04.00.00,-200,895,-200
27/10/2004,05.00.00,0,7,967
27/10/2004,06.00.00,1,7,1164
27/10/2004,07.00.00,3,4,1421
27/10/2004,08.00.00,4,9,1465
27/10/2004,09.00.00,2,7,1189
27/10/2004,10.00.00,3,2,1278
27/10/2004,11.00.00,2,7,1169
27/10/2004,12.00.00,3,2,1214
27/10/2004,13.00.00,4,1,1351
27/10/2004,14.00.00,3,6,1340
27/10/2004,15.00.00,2,8,1157
27/10/2004,16.00.00,2,1,1118
27/10/2004,17.00.00,2,4,1150
27/10/2004,18.00.00,3,6,1247
27/10/2004,19.00.00,2,6,1194
27/10/2004,20.00.00,2,8,1184
27/10/2004,21.00.00,1,4,990
27/10/2004,22.00.00,1,1,933
27/10/2004,23.00.00,1,3,968
28/10/2004,00.00.00,0,9,861
28/10/2004,01.00.00,1,904,-200
28/10/2004,02.00.00,0,9,866
28/10/2004,03.00.00,0,7,881
28/10/2004,04.00.00,-200,838,-200
28/10/2004,05.00.00,0,8,905
28/10/2004,06.00.00,1,6,1055
28/10/2004,07.00.00,3,4,1328
28/10/2004,08.00.00,4,4,1401
28/10/2004,09.00.00,3,5,1291
28/10/2004,10.00.00,3,4,1316
28/10/2004,11.00.00,2,4,1116
28/10/2004,12.00.00,2,3,1139
28/10/2004,13.00.00,2,6,1165
28/10/2004,14.00.00,2,9,1260
28/10/2004,15.00.00,4,4,1475
28/10/2004,16.00.00,5,1521,-200
28/10/2004,17.00.00,6,5,1633
28/10/2004,18.00.00,5,9,1463
28/10/2004,19.00.00,2,7,1140
28/10/2004,20.00.00,2,5,1147
28/10/2004,21.00.00,1,5,988
28/10/2004,22.00.00,1,924,-200
28/10/2004,23.00.00,1,2,950
29/10/2004,00.00.00,1,926,-200
29/10/2004,01.00.00,0,8,879
29/10/2004,02.00.00,0,6,864
29/10/2004,03.00.00,0,6,868
29/10/2004,04.00.00,-200,894,-200
29/10/2004,05.00.00,1,1,1009
29/10/2004,06.00.00,1,3,1069
29/10/2004,07.00.00,2,9,1311
29/10/2004,08.00.00,3,7,1370
29/10/2004,09.00.00,3,1246,-200
29/10/2004,10.00.00,1,4,1039
29/10/2004,11.00.00,2,6,1296
29/10/2004,12.00.00,4,2,1523
29/10/2004,13.00.00,5,1,1424
29/10/2004,14.00.00,5,5,1513
29/10/2004,15.00.00,4,5,1338
29/10/2004,16.00.00,2,7,1214
29/10/2004,17.00.00,3,1,1290
29/10/2004,18.00.00,4,2,1353
29/10/2004,19.00.00,3,1,1130
29/10/2004,20.00.00,1,7,969
29/10/2004,21.00.00,1,8,1038
29/10/2004,22.00.00,1,7,1020
29/10/2004,23.00.00,2,1,1097
30/10/2004,00.00.00,2,4,1123
30/10/2004,01.00.00,1,8,1023
30/10/2004,02.00.00,1,5,1015
30/10/2004,03.00.00,1,4,979
30/10/2004,04.00.00,-200,931,-200
30/10/2004,05.00.00,1,922,-200
30/10/2004,06.00.00,1,4,989
30/10/2004,07.00.00,2,4,1149
30/10/2004,08.00.00,3,1,1202
30/10/2004,09.00.00,3,1206,-200
30/10/2004,10.00.00,2,7,1224
30/10/2004,11.00.00,4,1371,-200
30/10/2004,12.00.00,3,7,1327
30/10/2004,13.00.00,3,4,1301
30/10/2004,14.00.00,3,4,1301
30/10/2004,15.00.00,3,2,1314
30/10/2004,16.00.00,3,9,1394
30/10/2004,17.00.00,3,7,1385
30/10/2004,18.00.00,4,3,1440
30/10/2004,19.00.00,4,9,1493
30/10/2004,20.00.00,4,1319,-200
